"Record Set","Primary Classification","Subtype","Name","Description","Product","Domain / Product Category","Commercial Type","Availability","Availability Group","Identifier","Minimum Required Version","Related Joule Assistants","Source","Source Collection","Snapshot Date","Notes"
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Invoicing Assistant","Supports invoice extraction, fraud detection, exception handling, and posting.","Joule","Spend Management","","SAP roadmap: GA planned June 2026; verify current delivery","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/invoicing-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Learning Assistant","Supports learning journeys, assignments, and compliance monitoring.","Joule","Human Capital Management","","SAP roadmap: GA planned June 2026; verify current delivery","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/learning-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Logistics Assistant","Supports warehousing, transportation, inventory, and disruption response.","Joule","Supply Chain Management","","SAP roadmap: GA planned Q3 2026","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/logistics-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Manufacturing Assistant","Supports production planning, execution, quality, and disruption management.","Joule","Supply Chain Management","","SAP roadmap: GA planned Q2 2026; verify current delivery","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/manufacturing-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Merchandising Assistant","Supports product-content quality, assortment optimisation, and demand signals.","Joule","Customer Experience","","SAP roadmap: GA planned Q2 2026; verify current delivery","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/merchandising-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Onboarding Assistant","Coordinates new-hire tasks and onboarding guidance.","Joule","Human Capital Management","","SAP roadmap: GA planned June 2026; verify current delivery","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/onboarding-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Order Management Assistant","Supports order-risk identification, sourcing optimisation, and revenue reconciliation.","Joule","Customer Experience","","Current catalogue name; SAP roadmap separately names an Order Lifecycle Assistant","Other / verify source","","","","https://www.sap.com/use-cases/joule-assistant/order-management-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Payroll Assistant","Supports payroll readiness, alerts, validation, and explanations.","Joule","Human Capital Management","","SAP roadmap: GA planned June 2026; verify current delivery","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/payroll-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","People Intelligence Assistant","Supports workforce KPI monitoring, root-cause analysis, and recommendations.","Joule","Human Capital Management","","Not stated on the current SAP catalogue page","Not stated","","","","https://www.sap.com/use-cases/joule-assistant/people-intelligence-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Performance & Goals Assistant","Supports goal creation, progress monitoring, and performance preparation.","Joule","Human Capital Management","","SAP roadmap: GA planned June 2026; verify current delivery","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/performance-goals-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Planning Assistant","Supports demand, inventory, exception, and fulfilment planning.","Joule","Supply Chain Management","","SAP roadmap: GA planned Q4 2026","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/supply-chain-planning-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Process Transformation Assistant","Supports SAP Signavio process analysis, recommendations, and value cases.","Joule","Business Transformation Management","","SAP roadmap: GA planned Q4 2026","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/process-transformation-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Procurement Contract Assistant","Supports contract authoring, compliance monitoring, and renewal optimisation.","Joule","Spend Management","","SAP roadmap: GA planned June 2026; verify current delivery","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/contract-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Product Design Assistant","Supports product design, change impact, compliance, and production handover.","Joule","Supply Chain Management","","SAP roadmap: GA planned Q4 2026","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/product-design-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Receiving Assistant","Supports goods receipts, service entry sheets, returns, and quality tracking.","Joule","Spend Management","","SAP roadmap: GA planned September 2026","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/receiving-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Recruiting Assistant","Supports candidate discovery, matching, interviews, and scheduling.","Joule","Human Capital Management","","SAP roadmap: GA planned June 2026; verify current delivery","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/recruiting-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Recurring Receivables Assistant","Supports recurring billing, collections, disputes, and customer-account insight.","Joule","Financial Management","","Not stated on the current SAP catalogue page","Not stated","","","","https://www.sap.com/use-cases/joule-assistant/recurring-receivables-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Requisition Assistant","Supports guided buying channels, requisition completion, and alternatives.","Joule","Spend Management","","SAP roadmap: GA planned September 2026","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/requisition-and-buying-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Sales Assistant","Supports opportunity updates, meeting insight, pipeline risk, and next actions.","Joule","Customer Experience","","SAP roadmap: GA planned Q2 2026; verify current delivery","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/sales-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Sales Operations Assistant","Supports sales-order creation and fulfilment-issue resolution.","Joule","Financial Management","","Not stated on the current SAP catalogue page","Not stated","","","","https://www.sap.com/use-cases/joule-assistant/sales-operations-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Self-Service Assistant","Supports autonomous answers, transaction support, and case escalation.","Joule","Customer Experience","","SAP roadmap: GA planned Q2 2026; verify current delivery","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/self-service-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
"SAP.com Joule Assistants","SAP-Delivered Joule Assistant","Role and process assistant","Services Procurement Assistant","Supports statement-of-work creation, approvals, changes, and performance.","Joule","Spend Management","","SAP roadmap: GA planned September 2026","Planned / roadmap","","","","https://www.sap.com/use-cases/joule-assistant/services-procurement-ai","https://www.sap.com/products/artificial-intelligence/ai-assistant.html","2026-07-13","A current SAP.com catalogue entry is not, by itself, proof of GA for a specific product, region, or tenant."
